id,city,date,player_of_match,venue,team1,team2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,umpire1,umpire2
626,Bangalore,5/18/2016,V Kohli,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Royal Challengers Bangalore,82,0,KN Ananthapadmanabhan,M Erasmus
625,Visakhapatnam,5/17/2016,AB Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Daredevils,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,Rising Pune Supergiant,19,0,Nitin Menon,C Shamshuddin
624,Kolkata,5/16/2016,V Kohli,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,9,CB Gaffaney,A Nand Kishore
622,Chandigarh,5/15/2016,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,Sunrisers Hyderabad,0,7,KN Ananthapadmanabhan,M Erasmus
623,Visakhapatnam,5/15/2016,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians,80,0,Nitin Menon,CK Nandan
620,Bangalore,5/14/2016,AB de Villiers,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,Royal Challengers Bangalore,144,0,AY Dandekar,VK Sharma
621,Kolkata,5/14/2016,YK Pathan,Eden Gardens,Rising Pune Supergiant,Kolkata Knight Riders,Rising Pune Supergiant,bat,normal,Kolkata Knight Riders,0,8,A Nand Kishore,BNJ Oxenford
619,Visakhapatnam,5/13/2016,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,Kings XI Punjab,0,7,HDPK Dharmasena,CK Nandan
618,Hyderabad,05-12-2016,CH Morris,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,7,K Bharatan,M Erasmus
617,Bangalore,05-11-2016,KH Pandya,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,6,AY Dandekar,C Shamshuddin
616,Visakhapatnam,05-10-2016,A Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,4,0,CB Gaffaney,VK Sharma
615,Chandigarh,05-09-2016,SR Watson,"Punjab Cricket Association IS Bindra Stadium, Mohali",Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Royal Challengers Bangalore,1,0,AK Chaudhary,HDPK Dharmasena
613,Visakhapatnam,05-08-2016,A Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,Sunrisers Hyderabad,85,0,S Ravi,C Shamshuddin
614,Kolkata,05-08-2016,P Kumar,Eden Gardens,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,5,M Erasmus,RJ Tucker
611,Bangalore,05-07-2016,V Kohli,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,7,CB Gaffaney,BNJ Oxenford
612,Chandigarh,05-07-2016,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Kings XI Punjab,9,0,HDPK Dharmasena,CK Nandan
610,Hyderabad,05-06-2016,B Kumar,"Rajiv Gandhi International Stadium, Uppal",Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,5,M Erasmus,S Ravi
609,Delhi,05-05-2016,AM Rahane,Feroz Shah Kotla,Delhi Daredevils,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,Rising Pune Supergiant,0,7,C Shamshuddin,RJ Tucker
608,Kolkata,05-04-2016,AD Russell,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,Kolkata Knight Riders,7,0,AK Chaudhary,HDPK Dharmasena
607,Rajkot,05-03-2016,RR Pant,Saurashtra Cricket Association Stadium,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,8,CB Gaffaney,BNJ Oxenford
606,Bangalore,05-02-2016,AD Russell,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,5,M Erasmus,S Ravi
604,Rajkot,05-01-2016,AR Patel,Saurashtra Cricket Association Stadium,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,Kings XI Punjab,23,0,BNJ Oxenford,VK Sharma
605,Pune,05-01-2016,RG Sharma,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,8,AY Dandekar,RJ Tucker
602,Delhi,4/30/2016,CR Brathwaite,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Delhi Daredevils,27,0,KN Ananthapadmanabhan,M Erasmus
603,Hyderabad,4/30/2016,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Sunrisers Hyderabad,15,0,AK Chaudhary,HDPK Dharmasena
601,Pune,4/29/2016,DR Smith,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,3,CB Gaffaney,BNJ Oxenford
600,Mumbai,4/28/2016,RG Sharma,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,6,Nitin Menon,RJ Tucker
599,Delhi,4/27/2016,CH Morris,Feroz Shah Kotla,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,Gujarat Lions,1,0,M Erasmus,S Ravi
598,Hyderabad,4/26/2016,AB Dinda,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,Rising Pune Supergiant,34,0,AY Dandekar,CK Nandan
597,Chandigarh,4/25/2016,PA Patel,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,Mumbai Indians,25,0,Nitin Menon,RJ Tucker
595,Rajkot,4/24/2016,V Kohli,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,normal,Gujarat Lions,0,6,K Bharatan,BNJ Oxenford
596,Pune,4/24/2016,SA Yadav,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,2,CB Gaffaney,A Nand Kishore
593,Delhi,4/23/2016,SV Samson,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,Delhi Daredevils,10,0,S Ravi,C Shamshuddin
594,Hyderabad,4/23/2016,Mustafizur Rahman,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,5,AK Chaudhary,CK Nandan
592,Pune,4/22/2016,AB de Villiers,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,Royal Challengers Bangalore,13,0,CB Gaffaney,VK Sharma
591,Rajkot,4/21/2016,B Kumar,Saurashtra Cricket Association Stadium,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,10,K Bharatan,HDPK Dharmasena
590,Mumbai,4/20/2016,RG Sharma,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,6,AK Chaudhary,CK Nandan
589,Chandigarh,4/19/2016,RV Uthappa,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,S Ravi,C Shamshuddin
588,Hyderabad,4/18/2016,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,7,HDPK Dharmasena,VK Sharma
586,Chandigarh,4/17/2016,M Vohra,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,bat,normal,Kings XI Punjab,0,6,S Ravi,C Shamshuddin
587,Bangalore,4/17/2016,Q de Kock,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,7,VA Kulkarni,A Nand Kishore
584,Hyderabad,4/16/2016,G Gambhir,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,Kolkata Knight Riders,0,8,AK Chaudhary,CK Nandan
585,Mumbai,4/16/2016,AJ Finch,Wankhede Stadium,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,3,HDPK Dharmasena,VK Sharma
583,Delhi,4/15/2016,A Mishra,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,8,S Ravi,C Shamshuddin
582,Rajkot,4/14/2016,AJ Finch,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions,Rising Pune Supergiant,bat,normal,Gujarat Lions,0,7,VA Kulkarni,CK Nandan
581,Kolkata,4/13/2016,RG Sharma,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,6,Nitin Menon,S Ravi
580,Bangalore,04-12-2016,AB de Villiers,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Royal Challengers Bangalore,45,0,HDPK Dharmasena,VK Sharma
579,Chandigarh,04-11-2016,AJ Finch,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,5,AK Chaudhary,VA Kulkarni
578,Kolkata,04-10-2016,AD Russell,Eden Gardens,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,9,S Ravi,C Shamshuddin
577,Mumbai,04-09-2016,AM Rahane,Wankhede Stadium,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,normal,Rising Pune Supergiant,0,9,HDPK Dharmasena,CK Nandan
576,Kolkata,5/24/2015,RG Sharma,Eden Gardens,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Mumbai Indians,41,0,HDPK Dharmasena,RK Illingworth
575,Ranchi,5/22/2015,A Nehra,JSCA International Stadium Complex,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,3,AK Chaudhary,CB Gaffaney
574,Pune,5/20/2015,AB de Villiers,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,71,0,AK Chaudhary,C Shamshuddin
573,Mumbai,5/19/2015,KA Pollard,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Mumbai Indians,25,0,HDPK Dharmasena,RK Illingworth
571,Bangalore,5/17/2015,,M Chinnaswamy Stadium,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,no result,No Result,0,0,HDPK Dharmasena,K Srinivasan
572,Hyderabad,5/17/2015,MJ McClenaghan,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,Mumbai Indians,0,9,CB Gaffaney,K Srinath
569,Chandigarh,5/16/2015,P Negi,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,Chennai Super Kings,0,7,CK Nandan,C Shamshuddin
570,Mumbai,5/16/2015,SR Watson,Brabourne Stadium,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,Rajasthan Royals,9,0,RM Deshpande,RK Illingworth
568,Hyderabad,5/15/2015,V Kohli,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,Royal Challengers Bangalore,0,6,AK Chaudhary,HDPK Dharmasena
567,Mumbai,5/14/2015,HH Pandya,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Mumbai Indians,5,0,RK Illingworth,VA Kulkarni
566,Chandigarh,5/13/2015,AR Patel,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kings XI Punjab,22,0,JD Cloete,C Shamshuddin
565,Raipur,05-12-2015,Z Khan,Shaheed Veer Narayan Singh International Stadium,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,Delhi Daredevils,0,6,RK Illingworth,VA Kulkarni
564,Hyderabad,05-11-2015,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,5,0,AK Chaudhary,HDPK Dharmasena
562,Mumbai,05-10-2015,AB de Villiers,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,39,0,JD Cloete,C Shamshuddin
563,Chennai,05-10-2015,RA Jadeja,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,Chennai Super Kings,12,0,M Erasmus,CK Nandan
560,Kolkata,05-09-2015,AD Russell,Eden Gardens,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,Kolkata Knight Riders,0,1,AK Chaudhary,HDPK Dharmasena
561,Raipur,05-09-2015,MC Henriques,Shaheed Veer Narayan Singh International Stadium,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,6,0,VA Kulkarni,S Ravi
559,Chennai,05-08-2015,HH Pandya,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,Mumbai Indians,0,6,CB Gaffaney,CK Nandan
545,Kolkata,05-07-2015,PP Chawla,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,13,0,AK Chaudhary,M Erasmus
558,Mumbai,05-07-2015,EJG Morgan,Brabourne Stadium,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Sunrisers Hyderabad,7,0,JD Cloete,C Shamshuddin
557,Bangalore,05-06-2015,CH Gayle,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Royal Challengers Bangalore,138,0,RK Illingworth,VA Kulkarni
556,Mumbai,05-05-2015,Harbhajan Singh,Wankhede Stadium,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,Mumbai Indians,0,5,HDPK Dharmasena,CB Gaffaney
554,Chennai,05-04-2015,SK Raina,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Chennai Super Kings,24,0,C Shamshuddin,K Srinath
555,Kolkata,05-04-2015,UT Yadav,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Kolkata Knight Riders,35,0,AK Chaudhary,M Erasmus
552,Chandigarh,05-03-2015,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,Mumbai Indians,23,0,RK Illingworth,VA Kulkarni
553,Mumbai,05-03-2015,AM Rahane,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,Rajasthan Royals,14,0,HDPK Dharmasena,CB Gaffaney
550,Bangalore,05-02-2015,Mandeep Singh,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,7,JD Cloete,PG Pathak
551,Hyderabad,05-02-2015,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,Sunrisers Hyderabad,22,0,AK Chaudhary,K Srinivasan
548,Delhi,05-01-2015,NM Coulter-Nile,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,9,RK Illingworth,S Ravi
549,Mumbai,05-01-2015,AT Rayudu,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Mumbai Indians,8,0,HDPK Dharmasena,CK Nandan
527,Kolkata,4/30/2015,AD Russell,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,7,AK Chaudhary,M Erasmus
546,Bangalore,4/29/2015,,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,no result,No Result,0,0,JD Cloete,PG Pathak
547,Chennai,4/28/2015,DJ Bravo,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Chennai Super Kings,2,0,RM Deshpande,VA Kulkarni
544,Chandigarh,4/27/2015,TA Boult,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Sunrisers Hyderabad,20,0,HDPK Dharmasena,CB Gaffaney
543,Delhi,4/26/2015,VR Aaron,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,10,M Erasmus,S Ravi
541,Mumbai,4/25/2015,SL Malinga,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,Mumbai Indians,20,0,HDPK Dharmasena,CB Gaffaney
542,Chennai,4/25/2015,BB McCullum,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,Chennai Super Kings,97,0,JD Cloete,C Shamshuddin
540,Ahmedabad,4/24/2015,MA Starc,"Sardar Patel Stadium, Motera",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,9,M Erasmus,S Ravi
539,Delhi,4/23/2015,SS Iyer,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,Delhi Daredevils,37,0,SD Fry,CK Nandan
537,Visakhapatnam,4/22/2015,DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Sunrisers Hyderabad,16,0,RK Illingworth,VA Kulkarni
538,Bangalore,4/22/2015,SK Raina,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Chennai Super Kings,27,0,JD Cloete,C Shamshuddin
536,Ahmedabad,4/21/2015,SE Marsh,"Sardar Patel Stadium, Motera",Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,tie,Kings XI Punjab,0,0,M Erasmus,S Ravi
535,Delhi,4/20/2015,UT Yadav,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,SD Fry,CB Gaffaney
533,Ahmedabad,4/19/2015,AM Rahane,"Sardar Patel Stadium, Motera",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,Rajasthan Royals,0,8,AK Chaudhary,M Erasmus
534,Bangalore,4/19/2015,Harbhajan Singh,M Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Mumbai Indians,18,0,RK Illingworth,VA Kulkarni
531,Visakhapatnam,4/18/2015,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,Delhi Daredevils,4,0,PG Pathak,S Ravi
532,Pune,4/18/2015,AD Russell,Maharashtra Cricket Association Stadium,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,4,SD Fry,CK Nandan
530,Mumbai,4/17/2015,A Nehra,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Chennai Super Kings,0,6,AK Chaudhary,M Erasmus
529,Visakhapatnam,4/16/2015,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,6,PG Pathak,S Ravi
528,Pune,4/15/2015,MA Agarwal,Maharashtra Cricket Association Stadium,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,normal,Delhi Daredevils,0,5,CB Gaffaney,K Srinath
526,Ahmedabad,4/14/2015,SPD Smith,"Sardar Patel Stadium, Motera",Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Rajasthan Royals,0,7,AK Chaudhary,SD Fry
525,Bangalore,4/13/2015,DA Warner,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,8,RM Deshpande,RK Illingworth
523,Delhi,04-12-2015,DJ Hooda,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,3,SD Fry,CB Gaffaney
524,Mumbai,04-12-2015,GJ Bailey,Wankhede Stadium,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Kings XI Punjab,18,0,AK Chaudhary,K Srinivasan
521,Chennai,04-11-2015,BB McCullum,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,Chennai Super Kings,45,0,RK Illingworth,VA Kulkarni
522,Kolkata,04-11-2015,CH Gayle,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,3,S Ravi,C Shamshuddin
520,Pune,04-10-2015,JP Faulkner,Maharashtra Cricket Association Stadium,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,Rajasthan Royals,26,0,SD Fry,CB Gaffaney
519,Chennai,04-09-2015,A Nehra,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,Chennai Super Kings,1,0,RK Illingworth,VA Kulkarni
518,Kolkata,04-08-2015,M Morkel,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,7,S Ravi,C Shamshuddin
517,Bangalore,06-01-2014,MK Pandey,M Chinnaswamy Stadium,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,3,HDPK Dharmasena,BNJ Oxenford
516,Mumbai,5/30/2014,V Sehwag,Wankhede Stadium,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Kings XI Punjab,24,0,HDPK Dharmasena,RJ Tucker
515,Mumbai,5/28/2014,SK Raina,Brabourne Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,7,VA Kulkarni,BNJ Oxenford
514,Kolkata,5/27/2014,UT Yadav,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,Kolkata Knight Riders,28,0,NJ Llong,S Ravi
512,Chandigarh,5/25/2014,M Vohra,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,7,HDPK Dharmasena,VA Kulkarni
513,Mumbai,5/25/2014,CJ Anderson,Wankhede Stadium,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,5,K Srinath,RJ Tucker
510,Bangalore,5/24/2014,MS Dhoni,M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,8,AK Chaudhary,NJ Llong
511,Kolkata,5/24/2014,YK Pathan,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,4,RM Deshpande,BNJ Oxenford
508,Mumbai,5/23/2014,MEK Hussey,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians,15,0,S Ravi,RJ Tucker
509,Chandigarh,5/23/2014,SE Marsh,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,Kings XI Punjab,16,0,HDPK Dharmasena,PG Pathak
506,Kolkata,5/22/2014,RV Uthappa,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders,30,0,AK Chaudhary,CK Nandan
507,Ranchi,5/22/2014,DA Warner,JSCA International Stadium Complex,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,6,BNJ Oxenford,C Shamshuddin
505,Chandigarh,5/21/2014,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,7,HDPK Dharmasena,VA Kulkarni
503,Hyderabad,5/20/2014,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,Sunrisers Hyderabad,0,7,AK Chaudhary,NJ Llong
504,Kolkata,5/20/2014,RV Uthappa,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,8,RM Deshpande,C Shamshuddin
501,Ahmedabad,5/19/2014,MEK Hussey,"Sardar Patel Stadium, Motera",Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Mumbai Indians,25,0,S Ravi,RJ Tucker
502,Delhi,5/19/2014,AR Patel,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,4,HDPK Dharmasena,PG Pathak
499,Ranchi,5/18/2014,AB de Villiers,JSCA International Stadium Complex,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Royal Challengers Bangalore,0,5,BNJ Oxenford,C Shamshuddin
500,Hyderabad,5/18/2014,UT Yadav,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,Kolkata Knight Riders,0,7,NJ Llong,CK Nandan
